Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1727,3,0.9395,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bang dapit emang kalo suara speaker hape nilai kek begimana sih suaranya
1728,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",menurut sya udh klihatan mewah sih
1729,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",sekilas kayak mata sasuke
1730,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jt ada iklan mending samsungiphone wkwk
1731,5,0.6819,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",lmao juta mending beli rog bjir yg nyata specnya drpd matot entar
1732,1,0.9789,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",please poco update icon pack lu jelek bgt jadul logo x aja masih pake twitter dan bbrp logo lain masih jadul gak ada penyegaran samsek tolong di pin bang biar bisa diliat poco developernya
1733,1,0.9144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",rog fe g sihh lebih mewah di harga segitu
1734,5,0.6935,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",mantep bang
1735,0,0.926,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tiap hp punya kekurangan kelebihan sesuikan dgn kebutuhan budget
1736,0,0.9824,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",minus poco x meninggalkan sidik jari dilayar jadi gampang kotor memantulkan cahaya dilayar jadi mengganggu penggunaan diluar ruangan meski panasnya ga lama buat maen game tapi baterai gampang boros dan kecepatan sentuhan layar baik itu bergantian atau bersamaan masih jauh dari cukup apakah f series juga sama
1737,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",kapan riview hp lipet bang
1738,2,0.5477,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",yah sayang banget baru beli huawei mate xt
1739,5,0.4769,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",unboxing f pro nya mana bg david
1740,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
1741,1,0.6763,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",back nya mirip tecno proples yg jtan
1742,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",lagi nonton pake huawei xt
1743,1,0.937,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",kerem ke plaju david gek ku enjok martabak telok
1744,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",vidionya masih citter
1745,3,0.5444,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",alhamdulillah mending yang pro aja deh duitnya kurang
1746,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",masih setia sama x pro gw yang udh butut abis
1747,5,0.9585,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kenapa tes game nya ga pake wuthering waves padahal processor udah mendukung sedangkan di china hp ini collab ama wuwa
1748,2,0.9457,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",saya masih pakai poco x pro mau upgrade masih ragu kira ganti poco yg versi apa ya
1749,4,0.7132,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bang davidbesok nama gelas kopinya pakai nama saya ya
1750,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",kirain gw doank yg dejavu
1751,3,0.9567,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hayng beli si hp hp mahal kieu tapi teu boga duit dek nganjuk lebar
1752,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",desain mirip hp jutaan
1753,0,0.9127,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",pake ngojol masih nyaman pake itel a
1754,5,0.5012,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",hp gue sekarang ini huawei pura ultra ngak apa² lah jelek soal performa tapi soal camera no di dunia saat ini kalau iphone gue ngak suka soalnya jelek cuman terkenal di merek doang
1755,1,0.6957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",ngayal
1756,0,0.5809,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",yah hp subsidi katanya ultra kok subsidi dari iklan mcm mn ni xiaomi poco ngakak dulu gk sih buat si flagship subsidi
1757,3,0.6093,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",beli smartphone dapat bonus iklan tak terbatas terima kasih atas hadiah yang tak diminta
1758,3,0.9303,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bayar penuh tapi masih harus menikmati iklan apakah ini definisi baru dari premium
1759,3,0.9303,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",smartphone canggih dengan fitur utama iklan yang tak pernah absen
1760,3,0.5638,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ketika iklan lebih setia menemani daripada fitur eksklusif
1761,0,0.6896,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",aaauuuuu
1762,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bang sudah bang
1763,4,0.7061,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kamera depannya jauh lebih bagus poco x pro yg cuma jutaan dan secara desain agak agak murahan gitu bagian belakangnya
1764,1,0.9694,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",snapdragon elit bikin semua brand pede chipset terbaik sih kenaikan performanya dengan generasi sebelumnya juga terbesar sepanjang sejarah snapdragon dari generasi ke generasi
1765,3,0.9115,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kelemehan poco yang gak bisa di atasi itu dari seri sekarang sampe yg terbarupun yaitu dari segi ois dan eis nya yg gak bisa setabil walaupun harga yang tinggi pun camkan itu mgkin yang sering pake hp flaksip mgkin tau sesetabil apa ois sama eisnya
1766,3,0.484,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jt masih beriklan samsung midrange udah gaada iklan wkw
1767,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",itu hp apa tv banyak iklan
1768,1,0.8956,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",emng samsung entry ada iklanya
1769,5,0.4819,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",coba vs xiaomi t bang
1770,3,0.5995,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",tim yang udah puas banget ama xiaomi t pro
1771,0,0.954,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",smart frame rate nyisipin fps frame gen jadi ada input lag gak tuh
1772,5,0.5738,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bayangin lu beli hp juta tapi masih ditonjok iklan
1773,1,0.5166,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",alhamdulillah baru kebeli tanaman hias nya
1774,2,0.6229,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",saran bangtes performa hp flagship pake game wuthering waves
1775,0,0.9432,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",ada imbas perang dagang dengan amerika mungkin jadi hp cina skrg di jual gilagilaan
1776,1,0.4573,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",mending samsung a boskuh
1777,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",sebagus apa perform nya jt dengan iklan auto no
1778,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim yang cuma beli doang nonton kaga
1779,3,0.589,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jt ada iklan dan gw yg bayar flip di harga sama
1780,2,0.5982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",vid kapan unboxing nubia neo gt g
1781,5,0.5624,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bahas hp realme yg dslr bang
1782,5,0.6746,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",dari tahun kopi kapal api jadi terlalu kemanisan menurut saya
1783,1,0.9649,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",klo harga segitu mending merek yg lain gak sih pilih yg pasti² aja soalnya udh ranah jtan jdi ya opsi pilihan masih banyaak
1784,1,0.9768,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",buat lu yang kalo pengen keluar negeri atau di luar negeriapasi yang lu lakukan mungkin kepikiran liburan dan keindahan tapi ada hal lain yang bisa di manfaatkan yaitu jualan jasa atau prodak biar lu dapat uang lu manfaatkan hal itu biar lu bisa udah banyak uang di saat orang lain tidak seperti lu di saat orang lain santai santai
1785,4,0.6995,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",storage nya masih belum tb sih
1786,5,0.9865,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",buat generasi selanjutnya lu jangan dengerin orang tva lu kalo menurut lu salah gua kasih contoh mereka bilang banyak anak banyak rezeki yang menelantarkan orang tvanya rezeki mereka itu hanya kurang ilmu saja untuk bisa hidup di dunia ini contoh mereka dulu dapat uang sekarang mana mungkin ada alasangua banyak tanggungantanggungan apalu tiduran enak anak lu kerja cuman satu jalan keluar nya yaitu stop mendengarkan mereka apalagi mereka itu bukan di era dimana serba canggih dan mereka tidak
1787,3,0.8102,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",buat lu yang punya usaha atau apalah dan punya karyawan kalo lu lihat karyawan lu nggak ada bagvsnya segera pecat nggak usah kasihan karena akhirnya lu yang susah atau mungkin lu udah ajarin cara kerja nya terus nggak ada bagvsnya mungkin telat atau kurang baik lah dalam bekerja pecat orang seperti itu jangan pertahankan atau mau lihat partnert kerja jangan lihat bisnis nya tapi orang nya baik atau tidak
1788,2,0.9386,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",gua nonton pakai poco x pro klo ada yang mau tau tentang hp ini tanya aja
1789,1,0.696,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",keren
1790,2,0.3371,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",nonton pake xiaomi sejak bulan yg lalu yg mau tanya blh
1791,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",vivo y kapan di review
1792,1,0.5868,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",jt dpt pocoaku si milih s fe
1793,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",china anti menggunakan kata promax
1794,2,0.7034,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",gk layak jt
1795,5,0.6413,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",video unboxing f ultra iklan vivo v lite
1796,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",unboxing vivo v lite g dong bang
1797,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",nonton pake poco f ultra
1798,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",lebih baik aku beli iphone diharga segitu
1799,5,0.5304,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",xiaomi kek gk serius sama ui nya yg dari miui smpe skrng gk ada perubahan ui yang berat dan gk stabil fitur banyak gk ada
1800,2,0.5609,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",jelas iqoo daripada poco hyperos baik di hp tabletnya ampas semua
1801,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bismillah semoga aja kesampean buat beli
1802,5,0.9618,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang david kalau coba ngecek performa gaming coba main wuthering waves bang soalnya dia jauh lebih berat dibanding genshin
1803,3,0.7585,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",mau beli tapi untung duit gk ada nunggu beberapa bulan kedepan mungkin duit udah ada tapi nanti series flagship lainnya bakal muncul dgn spek yg lebih tinggi sabar sabar aja dah apalagi ongkos shipping lumayan lagi kalo beli saat lagi di negara orang nunggu balik indo baru beli dah device impian
1804,2,0.7034,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",t pro jt
1805,1,0.5238,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",pas ngopi kapal api pas muncul gadgetin meski harga poco ini belum pas dikantong
1806,1,0.6957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",wooooah
1807,3,0.6174,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",inimah bukan jadi mendang mending orang malah di mendingin orang orang mau beli f bakal di bilang mending iqoo coba harganya jt pasti orang mau beli hp range jt pasti bilang nanggung tambah dikit dapet f
1808,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",coba main wuwa bang
1809,4,0.8679,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mangekyou sharingan madarasaan
1810,0,0.5732,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",bbrp hari ini lg mikir alesan buat beli f ultra secara masih nyaman pake x pro
1811,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang lu jangan terlalu lama di zona nyaman sih kalau kata gw
1812,2,0.9292,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim baca judulnya doang langsung beli
1813,5,0.6393,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",ini serius perekaman kamera utama k fps nggeter nyendut² bgtu
1814,4,0.8163,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",phew tidak nyesal dengan f
1815,1,0.8144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",kurang worth it jt buat setahun
1816,2,0.594,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",absen yang nabung buat beli redmi note gg
1817,4,0.6529,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",daridulu gak tertarik sama poco atau xiaomi
1818,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",serius usb ny amasi teknologi tahun lalu itu
1819,3,0.9871,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",gw sebagai user xiaomi memang salute sih sama harga yg lebih murah dibandingkan brand lain cuma annoying bahagian pas iklannya itu loh tapi mau gimana lagi ya kan soalnya xiaomi bikin harga murah karena sebahagian hasil profitnya datang dari iklan sih ya intinya gw pengen aja beli hp dari brand lain setelah ini kerana udah muak sama iklannya tapi bukan berarti ngehate brand ya cuma pindah brand aja kerana mau lebih selesa aja setelahnya
1820,3,0.6542,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",yg penting cuma jt beli hp isi iklan skip hp sampah berarti buat direview aja bahkan gak worth buat ditonton lebih dari mending beli samsungiphone aja atau hp lain yg namanya bukan xiaomi
1821,5,0.8128,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",hp recehnya mana bang david
1822,0,0.9358,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tetap samsung mas kapan mbak sing samsung seri seri a ya
1823,4,0.9732,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",monster gede tpi di injak lngsung mati inin hp yg pling keren dan keren bgt buat mati krn si martin sdh tau ni poco
1824,5,0.5841,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",wkwk tapi budget segitu orang orang pasti langsung mikirnya iphonesamsung
1825,2,0.9386,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim masih pake hp poco mana ni semoga tahun depan bisa beli poco x pro
1826,0,0.8638,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tunggu f ultra yang sempurna
1827,4,0.9554,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",flash kamera ngapain dipisah padahal taruh di tengah lingkaran malah bagus itu hadeh siomi siomi
1828,0,0.6896,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",belum ngerasaain hp di atas jt
1829,2,0.7034,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",pengen
1830,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kapan review rumah sakit lagi ka
1831,4,0.868,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jamannya hp kamera bulet
1832,4,0.4637,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",masih stay dengan f pro
1833,5,0.6033,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kemahalan harusnya juta langsung bantaibantai ini f ultra
1834,4,0.868,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jt tapi desain dan tampilan nya kaya hp jt an
1835,5,0.7906,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang kasih saran ke kapal api donk kalo kopinya terlalu asem
1836,3,0.4285,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",semangat terus bag
1837,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",klamanya bahas kotak aja
1838,1,0.8956,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",bang jangn unboxing hp mahal mulu
1839,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",f udah launching gw masih pake f
1840,1,0.8144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",jt mending poco f
